period,year,quarter,indicator_id,indicator_name,value_yi_yuan,yoy_pct,source_file
2017-Q3,2017,3,indicator-gdp-secondary,第二产业增加值,16663.59,7.3,浙江省第二产业季度.xlsx
2017-Q3,2017,3,indicator-gdp-tertiary,第三产业增加值,19046.65,9.3,浙江省第三产业季度.xlsx
2017-Q4,2017,4,indicator-gdp-primary,第一产业增加值,2017.43,2.8,浙江省第一产业季度.xlsx
2017-Q4,2017,4,indicator-gdp-secondary,第二产业增加值,22471.52,7,浙江省第二产业季度.xlsx
2017-Q4,2017,4,indicator-gdp-tertiary,第三产业增加值,27279.31,8.8,浙江省第三产业季度.xlsx
2018-Q1,2018,1,indicator-gdp-primary,第一产业增加值,303.4,1.4,浙江省第一产业季度.xlsx
2018-Q1,2018,1,indicator-gdp-secondary,第二产业增加值,4837.46,6.9,浙江省第二产业季度.xlsx
2018-Q1,2018,1,indicator-gdp-tertiary,第三产业增加值,6550.62,8.1,浙江省第三产业季度.xlsx
2018-Q2,2018,2,indicator-gdp-primary,第一产业增加值,804.9,1.5,浙江省第一产业季度.xlsx
2018-Q2,2018,2,indicator-gdp-secondary,第二产业增加值,10952.88,7.4,浙江省第二产业季度.xlsx
2018-Q2,2018,2,indicator-gdp-tertiary,第三产业增加值,13916.49,8.1,浙江省第三产业季度.xlsx
2018-Q3,2018,3,indicator-gdp-primary,第一产业增加值,1233.01,1.8,浙江省第一产业季度.xlsx
2018-Q3,2018,3,indicator-gdp-secondary,第二产业增加值,16923.11,7.2,浙江省第二产业季度.xlsx
2018-Q3,2018,3,indicator-gdp-tertiary,第三产业增加值,21639.5,8,浙江省第三产业季度.xlsx
2018-Q4,2018,4,indicator-gdp-primary,第一产业增加值,1967.01,1.9,浙江省第一产业季度.xlsx
2018-Q4,2018,4,indicator-gdp-secondary,第二产业增加值,23505.88,6.7,浙江省第二产业季度.xlsx
2018-Q4,2018,4,indicator-gdp-tertiary,第三产业增加值,30724.26,7.8,浙江省第三产业季度.xlsx
2019-Q1,2019,1,indicator-gdp-primary,第一产业增加值,311.11,1.5,浙江省第一产业季度.xlsx
2019-Q1,2019,1,indicator-gdp-secondary,第二产业增加值,5232.88,7.9,浙江省第二产业季度.xlsx
2019-Q1,2019,1,indicator-gdp-tertiary,第三产业增加值,7540.08,7.8,浙江省第三产业季度.xlsx
2019-Q2,2019,2,indicator-gdp-primary,第一产业增加值,872.46,1.6,浙江省第一产业季度.xlsx
2019-Q2,2019,2,indicator-gdp-secondary,第二产业增加值,11594.5,6.1,浙江省第二产业季度.xlsx
2019-Q2,2019,2,indicator-gdp-tertiary,第三产业增加值,15789.37,8.3,浙江省第三产业季度.xlsx
2019-Q3,2019,3,indicator-gdp-primary,第一产业增加值,1330.26,1.7,浙江省第一产业季度.xlsx
2019-Q3,2019,3,indicator-gdp-secondary,第二产业增加值,17837.72,5.7,浙江省第二产业季度.xlsx
2019-Q3,2019,3,indicator-gdp-tertiary,第三产业增加值,24030.54,7.6,浙江省第三产业季度.xlsx
2019-Q4,2019,4,indicator-gdp-primary,第一产业增加值,2097.38,2,浙江省第一产业季度.xlsx
2019-Q4,2019,4,indicator-gdp-secondary,第二产业增加值,26566.6,5.9,浙江省第二产业季度.xlsx
2019-Q4,2019,4,indicator-gdp-tertiary,第三产业增加值,33687.76,7.8,浙江省第三产业季度.xlsx
2020-Q1,2020,1,indicator-gdp-primary,第一产业增加值,334.99,-0.7,浙江省第一产业季度.xlsx
2020-Q1,2020,1,indicator-gdp-secondary,第二产业增加值,4930.22,-11,浙江省第二产业季度.xlsx
2020-Q1,2020,1,indicator-gdp-tertiary,第三产业增加值,7848.78,-1.5,浙江省第三产业季度.xlsx
2020-Q2,2020,2,indicator-gdp-primary,第一产业增加值,913.59,1.3,浙江省第一产业季度.xlsx
2020-Q2,2020,2,indicator-gdp-secondary,第二产业增加值,11620.02,-2,浙江省第二产业季度.xlsx
2020-Q2,2020,2,indicator-gdp-tertiary,第三产业增加值,16553.03,2.5,浙江省第三产业季度.xlsx
2020-Q3,2020,3,indicator-gdp-primary,第一产业增加值,1389.18,1.4,浙江省第一产业季度.xlsx
2020-Q3,2020,3,indicator-gdp-secondary,第二产业增加值,18578.54,1,浙江省第二产业季度.xlsx
2020-Q3,2020,3,indicator-gdp-tertiary,第三产业增加值,25858.2,3.4,浙江省第三产业季度.xlsx
2020-Q4,2020,4,indicator-gdp-primary,第一产业增加值,2169.23,1.3,浙江省第一产业季度.xlsx
2020-Q4,2020,4,indicator-gdp-secondary,第二产业增加值,26412.95,3.1,浙江省第二产业季度.xlsx
2020-Q4,2020,4,indicator-gdp-tertiary,第三产业增加值,36031.16,4.1,浙江省第三产业季度.xlsx
2021-Q1,2021,1,indicator-gdp-primary,第一产业增加值,337.17,2.8,浙江省第一产业季度.xlsx
2021-Q1,2021,1,indicator-gdp-secondary,第二产业增加值,6381.82,27.1,浙江省第二产业季度.xlsx
2021-Q1,2021,1,indicator-gdp-tertiary,第三产业增加值,9627.77,15.4,浙江省第三产业季度.xlsx
2021-Q2,2021,2,indicator-gdp-primary,第一产业增加值,934.95,3.1,浙江省第一产业季度.xlsx
2021-Q2,2021,2,indicator-gdp-secondary,第二产业增加值,14177.49,16.9,浙江省第二产业季度.xlsx
2021-Q2,2021,2,indicator-gdp-tertiary,第三产业增加值,19444,11.5,浙江省第三产业季度.xlsx
2021-Q3,2021,3,indicator-gdp-primary,第一产业增加值,1407.2,2.7,浙江省第一产业季度.xlsx
2021-Q3,2021,3,indicator-gdp-secondary,第二产业增加值,22008.51,13.3,浙江省第二产业季度.xlsx
2021-Q3,2021,3,indicator-gdp-tertiary,第三产业增加值,29436.92,9.1,浙江省第三产业季度.xlsx
2021-Q4,2021,4,indicator-gdp-primary,第一产业增加值,2209.09,2.2,浙江省第一产业季度.xlsx
2021-Q4,2021,4,indicator-gdp-secondary,第二产业增加值,31188.57,10.2,浙江省第二产业季度.xlsx
2021-Q4,2021,4,indicator-gdp-tertiary,第三产业增加值,40118.1,7.6,浙江省第三产业季度.xlsx
2022-Q1,2022,1,indicator-gdp-primary,第一产业增加值,336.25,2.4,浙江省第一产业季度.xlsx
2022-Q1,2022,1,indicator-gdp-secondary,第二产业增加值,7408.46,7.6,浙江省第二产业季度.xlsx
2022-Q1,2022,1,indicator-gdp-tertiary,第三产业增加值,10141.68,3.5,浙江省第三产业季度.xlsx
2022-Q2,2022,2,indicator-gdp-primary,第一产业增加值,954.96,3.4,浙江省第一产业季度.xlsx
2022-Q2,2022,2,indicator-gdp-secondary,第二产业增加值,15521.77,3.7,浙江省第二产业季度.xlsx
2022-Q2,2022,2,indicator-gdp-tertiary,第三产业增加值,19745.53,1.5,浙江省第三产业季度.xlsx
2022-Q3,2022,3,indicator-gdp-primary,第一产业增加值,1462.7,2.8,浙江省第一产业季度.xlsx
2022-Q3,2022,3,indicator-gdp-secondary,第二产业增加值,23965.1,4,浙江省第二产业季度.xlsx
2022-Q3,2022,3,indicator-gdp-tertiary,第三产业增加值,30322.4,2.3,浙江省第三产业季度.xlsx
2022-Q4,2022,4,indicator-gdp-primary,第一产业增加值,2324.77,3.2,浙江省第一产业季度.xlsx
2022-Q4,2022,4,indicator-gdp-secondary,第二产业增加值,33205.17,3.4,浙江省第二产业季度.xlsx
2022-Q4,2022,4,indicator-gdp-tertiary,第三产业增加值,42185.42,2.8,浙江省第三产业季度.xlsx
2023-Q1,2023,1,indicator-gdp-primary,第一产业增加值,365.69,4.1,浙江省第一产业季度.xlsx
2023-Q1,2023,1,indicator-gdp-secondary,第二产业增加值,7494.47,2.7,浙江省第二产业季度.xlsx
2023-Q1,2023,1,indicator-gdp-tertiary,第三产业增加值,11064.55,6.4,浙江省第三产业季度.xlsx
2023-Q2,2023,2,indicator-gdp-primary,第一产业增加值,1049.84,4.3,浙江省第一产业季度.xlsx
2023-Q2,2023,2,indicator-gdp-secondary,第二产业增加值,15800.09,4.7,浙江省第二产业季度.xlsx
2023-Q2,2023,2,indicator-gdp-tertiary,第三产业增加值,21867.06,8.4,浙江省第三产业季度.xlsx
2023-Q3,2023,3,indicator-gdp-primary,第一产业增加值,1580.12,3.9,浙江省第一产业季度.xlsx
2023-Q3,2023,3,indicator-gdp-secondary,第二产业增加值,24433.73,5.1,浙江省第二产业季度.xlsx
2023-Q3,2023,3,indicator-gdp-tertiary,第三产业增加值,33167.99,7.3,浙江省第三产业季度.xlsx
2023-Q4,2023,4,indicator-gdp-primary,第一产业增加值,2331.97,4.2,浙江省第一产业季度.xlsx
2023-Q4,2023,4,indicator-gdp-secondary,第二产业增加值,33952.67,5,浙江省第二产业季度.xlsx
2023-Q4,2023,4,indicator-gdp-tertiary,第三产业增加值,46268.57,6.7,浙江省第三产业季度.xlsx
2024-Q1,2024,1,indicator-gdp-primary,第一产业增加值,347,3.9,浙江省第一产业季度.xlsx
2024-Q1,2024,1,indicator-gdp-secondary,第二产业增加值,7908,7.3,浙江省第二产业季度.xlsx
2024-Q1,2024,1,indicator-gdp-tertiary,第三产业增加值,11882,5.5,浙江省第三产业季度.xlsx
2024-Q2,2024,2,indicator-gdp-primary,第一产业增加值,1010,3.8,浙江省第一产业季度.xlsx
2024-Q2,2024,2,indicator-gdp-secondary,第二产业增加值,16546,6.5,浙江省第二产业季度.xlsx
2024-Q2,2024,2,indicator-gdp-tertiary,第三产业增加值,23364,5,浙江省第三产业季度.xlsx
2024-Q3,2024,3,indicator-gdp-primary,第一产业增加值,1554,3.7,浙江省第一产业季度.xlsx
2024-Q3,2024,3,indicator-gdp-secondary,第二产业增加值,25670,6.3,浙江省第二产业季度.xlsx
2024-Q3,2024,3,indicator-gdp-tertiary,第三产业增加值,35394,4.8,浙江省第三产业季度.xlsx
2024-Q4,2024,4,indicator-gdp-primary,第一产业增加值,2586,3.5,浙江省第一产业季度.xlsx
2024-Q4,2024,4,indicator-gdp-secondary,第二产业增加值,34783,6.1,浙江省第二产业季度.xlsx
2024-Q4,2024,4,indicator-gdp-tertiary,第三产业增加值,52761,5.1,浙江省第三产业季度.xlsx
2025-Q1,2025,1,indicator-gdp-primary,第一产业增加值,398,3.3,浙江省第一产业季度.xlsx
2025-Q1,2025,1,indicator-gdp-secondary,第二产业增加值,8249,6.5,浙江省第二产业季度.xlsx
2025-Q1,2025,1,indicator-gdp-tertiary,第三产业增加值,13653,5.7,浙江省第三产业季度.xlsx
2025-Q2,2025,2,indicator-gdp-primary,第一产业增加值,1132,3.5,浙江省第一产业季度.xlsx
2025-Q2,2025,2,indicator-gdp-secondary,第二产业增加值,16952,5.6,浙江省第二产业季度.xlsx
2025-Q2,2025,2,indicator-gdp-tertiary,第三产业增加值,26921,6,浙江省第三产业季度.xlsx
2025-Q3,2025,3,indicator-gdp-primary,第一产业增加值,1735,3.7,浙江省第一产业季度.xlsx
2025-Q3,2025,3,indicator-gdp-secondary,第二产业增加值,26086,5.2,浙江省第二产业季度.xlsx
2025-Q3,2025,3,indicator-gdp-tertiary,第三产业增加值,40674,6,浙江省第三产业季度.xlsx
2025-Q4,2025,4,indicator-gdp-primary,第一产业增加值,2657,3.9,浙江省第一产业季度.xlsx
2025-Q4,2025,4,indicator-gdp-secondary,第二产业增加值,35682,5.1,浙江省第二产业季度.xlsx
2025-Q4,2025,4,indicator-gdp-tertiary,第三产业增加值,56206,5.8,浙江省第三产业季度.xlsx
